-0.0024101,0.00878961,0.0181113,-0.0117897,-0.155169,-0.472562,-0.710011,-0.472563,-0.15517,-0.0117899,0.0181113,0.00878957,-0.00241008
0.0105256,0.0110011,-0.0205111,-0.117335,-0.319625,-0.619209,-1.21468e-06,0.619209,0.319625,0.117335,0.0205111,-0.0110011,-0.0105256
-0.00130498,-0.00363352,-0.00669779,-0.0155117,-0.0561199,-0.504343,0.695973,-0.504342,-0.0561192,-0.0155115,-0.00669777,-0.00363357,-0.00130498
-0.00262289,-0.00616029,0.00876979,0.086137,0.616605,-0.335048,3.32657e-08,0.335048,-0.616605,-0.0861369,-0.00876973,0.00616027,0.0026229
0.00243977,0.0135421,0.032749,0.0771231,0.682357,-0.148567,-0.101059,-0.148568,0.682357,0.0771234,0.032749,0.0135421,0.00243977
-0.00270953,0.013567,0.0666023,0.698993,-0.0814085,-0.00119485,0.0177113,-0.00119428,-0.0814071,0.698987,0.0666024,0.0135671,-0.00270957
0.00300147,-0.00734462,-0.00387505,0.69189,-0.131102,-0.0633865,-2.94513e-07,0.0633865,0.131103,-0.691896,0.00387426,0.00734453,-0.00300144
-0.0194342,-0.0199882,0.702437,-0.069303,-0.0202575,0.0142952,0.0276004,0.0142951,-0.0202576,-0.0693032,0.702447,-0.0199878,-0.0194343
0.00265656,-0.020242,0.706445,-0.000968322,-0.017876,-0.0143044,7.01402e-08,0.0143045,0.0178756,0.000967469,-0.706435,0.0202418,-0.00265682
-0.0435003,0.705315,0.0206932,0.00977603,0.00798948,0.00512975,-4.58237e-07,-0.00513012,-0.00798906,-0.00977531,-0.0206932,-0.70535,0.0435045
0.0885378,-0.701019,-0.0151388,0.0167171,0.0098845,-0.00671327,-0.0146692,-0.00671302,0.00988493,0.0167175,-0.0151378,-0.700984,0.0885359
-0.705708,-0.043406,0.00102788,0.000266342,-0.00817653,-0.00863027,-5.4657e-08,0.00863035,0.00817697,-0.00026619,-0.00102995,0.0433977,0.705638
0.701223,0.0879773,0.0215716,-0.00166818,-0.00513616,-0.000807072,0.001892,-0.00080624,-0.00513527,-0.00166818,0.0215714,0.0879814,0.701293
